state_ut,district,rape,arson,cruelty_by_husband_or_his_relatives,robbery,culpable_homicide_not_amounting_to_murder,custodial_rape,theft,riots,year,auto_theft,causing_death_by_negligence,kidnapping_abduction,dacoity,cheating,murder,criminal_breach_of_trust,other_ipc_crimes,dowry_deaths,assault_on_women_with_intent_to_outrage_her_modesty,location,Latitude,Longitude
MAHARASHTRA,KOLHAPUR,26,20,80,32,3,0,561,129,2001,164,279,21,11,71,54,35,915,19,46,"MAHARASHTRA,KOLHAPUR",16.7049873,74.2432527
MAHARASHTRA,LATUR,7,28,150,31,0,0,281,211,2001,58,134,22,3,45,42,20,805,38,50,"MAHARASHTRA,LATUR",18.4087934,76.5603828
MAHARASHTRA,MUMBAI,127,6,198,406,6,0,11564,196,2001,3095,709,148,61,1270,295,393,6095,18,274,"MAHARASHTRA,MUMBAI",19.0759837,72.8776559
MAHARASHTRA,MUMBAI RLY.,2,0,0,29,1,0,1756,13,2001,0,2,1,0,34,12,26,97,0,5,"MAHARASHTRA,MUMBAI RLY.",19.0759837,72.8776559
MAHARASHTRA,NAGPUR COMMR.,39,15,218,171,2,0,2666,235,2001,797,223,64,14,263,112,74,3076,7,75,"MAHARASHTRA,NAGPUR COMMR.",21.1458004,79.0881546
MAHARASHTRA,NAGPUR RLY.,2,2,0,20,0,0,762,18,2001,8,3,0,6,7,12,5,170,2,4,"MAHARASHTRA,NAGPUR RLY.",21.1458004,79.0881546
MAHARASHTRA,NAGPUR RURAL,81,81,141,58,6,0,1074,180,2001,62,254,23,7,37,101,27,1574,3,131,"MAHARASHTRA,NAGPUR RURAL",21.1529738,79.0005881
MAHARASHTRA,NANDED,23,67,202,93,4,0,539,217,2001,73,127,41,21,128,80,40,1655,21,85,"MAHARASHTRA,NANDED",19.1485289,77.3191471
MAHARASHTRA,NANDURBAR,16,4,78,5,0,0,132,80,2001,19,59,6,4,13,44,12,268,2,27,"MAHARASHTRA,NANDURBAR",21.7468548,74.123996
MAHARASHTRA,NASIK COMMR.,9,19,99,16,2,0,529,139,2001,188,138,14,7,61,25,18,572,3,19,"MAHARASHTRA,NASIK COMMR.",19.9596778,73.7330987
MAHARASHTRA,NASIK RURAL,39,69,339,36,1,0,447,518,2001,90,495,17,40,54,92,57,1297,7,74,"MAHARASHTRA,NASIK RURAL",19.9974533,73.7898023
MAHARASHTRA,NAVI MUMBAI,17,3,57,62,0,0,893,80,2001,318,228,19,15,148,34,88,617,5,23,"MAHARASHTRA,NAVI MUMBAI",19.0330488,73.0296625
MAHARASHTRA,OSMANABAD,16,26,102,29,1,0,349,101,2001,45,171,8,8,34,48,17,626,2,52,"MAHARASHTRA,OSMANABAD",18.185332,76.0419642
MAHARASHTRA,PARBHANI,25,31,120,43,0,0,230,148,2001,18,70,22,5,42,49,14,440,1,57,"MAHARASHTRA,PARBHANI",19.2608384,76.774776
MAHARASHTRA,PUNE COMMR.,56,16,147,98,3,0,2508,903,2001,1277,300,46,14,347,71,84,2275,2,54,"MAHARASHTRA,PUNE COMMR.",18.5204303,73.8567437
MAHARASHTRA,PUNE RLY.,0,0,0,4,2,0,302,3,2001,1,0,0,1,3,4,1,52,0,3,"MAHARASHTRA,PUNE RLY.",18.5204303,73.8567437
MAHARASHTRA,PUNE RURAL,42,28,165,70,6,0,635,150,2001,168,698,24,23,46,119,35,1379,5,64,"MAHARASHTRA,PUNE RURAL",18.5204303,73.8567437
MAHARASHTRA,RAIGAD,20,10,55,27,0,0,296,104,2001,54,275,8,13,44,53,16,764,1,29,"MAHARASHTRA,RAIGAD",18.7357931,73.0946926
MAHARASHTRA,RATNAGIRI,10,17,62,14,1,0,256,69,2001,34,119,8,3,20,17,18,429,0,32,"MAHARASHTRA,RATNAGIRI",16.990215,73.3120233
MAHARASHTRA,SANGLI,32,47,96,27,1,0,515,128,2001,97,263,18,8,55,85,31,787,12,54,"MAHARASHTRA,SANGLI",16.8523973,74.5814773
MAHARASHTRA,SATARA,32,24,179,20,0,0,464,93,2001,127,387,12,6,91,57,43,1210,13,49,"MAHARASHTRA,SATARA",17.6804639,74.018261
MAHARASHTRA,SINDHUDURG,7,11,8,4,1,0,106,17,2001,17,66,2,1,13,14,12,225,0,20,"MAHARASHTRA,SINDHUDURG",16.1668396,73.5594128
MAHARASHTRA,SOLAPUR COMMR.,16,3,62,32,1,0,306,70,2001,98,82,15,7,49,30,7,449,6,15,"MAHARASHTRA,SOLAPUR COMMR.",17.6599188,75.9063906
MAHARASHTRA,SOLAPUR RURAL,35,29,90,29,3,0,365,162,2001,65,384,23,19,30,101,33,967,6,40,"MAHARASHTRA,SOLAPUR RURAL",17.6599188,75.9063906
MAHARASHTRA,THANE COMMR.,39,4,212,146,3,0,1774,223,2001,644,251,62,27,477,133,76,624,6,69,"MAHARASHTRA,THANE COMMR.",19.2183307,72.9780897
MAHARASHTRA,THANE RURAL,65,30,104,53,17,0,523,148,2001,147,475,28,40,83,140,45,741,6,76,"MAHARASHTRA,THANE RURAL",19.2183307,72.9780897
MAHARASHTRA,WARDHA,35,27,89,20,4,0,592,174,2001,30,139,12,6,29,60,15,1051,9,98,"MAHARASHTRA,WARDHA",20.745319,78.6021946
MAHARASHTRA,WASHIM,15,22,116,17,3,0,409,65,2001,21,61,13,7,5,29,5,441,10,60,"MAHARASHTRA,WASHIM",20.111238,77.1303079
MAHARASHTRA,YAVATMAL,56,25,177,33,10,0,788,106,2001,67,179,37,3,45,56,17,1204,12,125,"MAHARASHTRA,YAVATMAL",20.3899385,78.1306846
MAHARASHTRA,TOTAL,1302,1208,6090,2239,101,0,39866,6719,2001,8873,8993,985,529,4273,2839,1542,42963,308,2823,"MAHARASHTRA,TOTAL",19.7514798,75.7138884
MANIPUR,BISHNUPUR,1,7,1,2,1,0,11,11,2001,1,0,3,3,3,29,3,98,0,0,"MANIPUR,BISHNUPUR",24.6303603,93.7598288
MANIPUR,CHANDEL,0,1,0,4,0,0,1,0,2001,0,0,1,16,1,7,1,20,0,0,"MANIPUR,CHANDEL",24.3262003,94.0006003
MANIPUR,CHURACHANDPUR,1,3,0,0,0,0,12,0,2001,1,0,0,0,3,35,0,47,0,0,"MANIPUR,CHURACHANDPUR",24.3427485,93.6978264
MANIPUR,IMPHAL(EAST),7,8,1,1,2,0,28,24,2001,16,0,13,0,16,29,6,128,0,2,"MANIPUR,IMPHAL(EAST)",24.8027256,94.028678
MANIPUR,IMPHAL(WEST),7,27,3,2,2,0,121,83,2001,52,1,48,1,25,44,18,521,0,17,"MANIPUR,IMPHAL(WEST)",24.7827837,93.8858955
MANIPUR,SENAPATI,0,2,0,1,0,0,9,2,2001,0,0,6,0,1,27,3,111,0,0,"MANIPUR,SENAPATI",25.2677276,94.0210189
MANIPUR,TAMENGLONG,0,3,0,0,0,0,4,0,2001,0,1,0,0,0,2,0,0,0,0,"MANIPUR,TAMENGLONG",24.989767,93.5011655
MANIPUR,THOUBAL,4,13,0,6,0,0,20,11,2001,1,5,22,0,17,32,2,156,0,1,"MANIPUR,THOUBAL",24.6449243,93.99929
MANIPUR,UKHRUL,0,0,0,3,0,0,11,0,2001,0,0,1,0,0,4,0,16,0,1,"MANIPUR,UKHRUL",25.0967563,94.3617273
MANIPUR,TOTAL,20,64,5,19,5,0,217,131,2001,71,7,94,20,66,209,33,1097,0,21,"MANIPUR,TOTAL",24.6637173,93.9062688
MEGHALAYA,GARO HILLS EAST,2,1,0,14,0,0,16,1,2001,0,0,5,7,1,16,2,39,0,2,"MEGHALAYA,GARO HILLS EAST",25.5,90.3333333
MEGHALAYA,GARO HILLS SOUTH,1,0,1,4,0,0,8,1,2001,0,0,2,3,0,6,0,16,0,0,"MEGHALAYA,GARO HILLS SOUTH",25.5,90.3333333
MEGHALAYA,GARO HILLS WEST,5,3,0,4,0,0,30,3,2001,3,0,14,9,4,19,0,74,0,8,"MEGHALAYA,GARO HILLS WEST",25.5,90.3333333
MEGHALAYA,JAINTIA HILLS,7,2,0,7,0,0,30,1,2001,0,0,6,17,2,35,2,70,0,3,"MEGHALAYA,JAINTIA HILLS",25.5488415,92.3813621
MEGHALAYA,KHASI HILLS EAST,5,19,3,68,1,0,142,2,2001,11,0,20,27,18,50,15,207,0,8,"MEGHALAYA,KHASI HILLS EAST",25.5833333,91.6333333
MEGHALAYA,KHASI HILLS WEST,4,0,0,16,0,0,23,0,2001,0,0,0,19,1,16,0,39,0,2,"MEGHALAYA,KHASI HILLS WEST",25.5833333,91.6333333
MEGHALAYA,RI-BHOI,2,1,0,12,1,0,22,0,2001,2,0,8,15,3,22,0,66,0,2,"MEGHALAYA,RI-BHOI",25.9321374,92.0665197
MEGHALAYA,TOTAL,26,26,4,125,2,0,271,8,2001,16,0,55,97,29,164,19,511,0,25,"MEGHALAYA,TOTAL",25.4670308,91.366216
MIZORAM,AIZAWL,26,16,1,8,4,0,562,1,2001,9,12,0,0,45,12,16,94,0,13,"MIZORAM,AIZAWL",23.7307175,92.7173106
MIZORAM,CHAMPHAI,7,1,0,0,0,0,51,0,2001,1,0,1,0,8,2,2,69,0,7,"MIZORAM,CHAMPHAI",23.4565708,93.3281929
MIZORAM,KOLASIB,6,6,0,0,1,0,83,1,2001,1,7,0,0,5,3,4,53,0,15,"MIZORAM,KOLASIB",24.224565,92.6760251
MIZORAM,LAWNGTLAI,2,1,0,0,0,0,25,0,2001,0,0,0,1,2,2,0,112,0,0,"MIZORAM,LAWNGTLAI",22.5284445,92.8926342
MIZORAM,LUNGLEI,3,0,0,0,0,0,120,0,2001,5,0,0,1,5,5,1,27,0,11,"MIZORAM,LUNGLEI",22.8670691,92.7655358
MIZORAM,MAMIT,0,0,15,13,0,0,12,1,2001,0,0,0,1,0,4,0,20,0,0,"MIZORAM,MAMIT",23.9294441,92.4905707
MIZORAM,SAIHA,3,0,0,1,0,0,0,0,2001,0,0,0,0,6,2,0,124,0,6,"MIZORAM,SAIHA",22.489734,92.979269
MIZORAM,SERCHHIP,5,0,0,1,0,0,25,0,2001,1,4,1,0,0,1,0,0,0,0,"MIZORAM,SERCHHIP",23.3416578,92.8502302
MIZORAM,TOTAL,52,24,16,23,5,0,878,3,2001,17,23,2,3,71,31,23,499,0,52,"MIZORAM,TOTAL",23.164543,92.9375739
NAGALAND,DIMAPUR,4,0,0,89,4,0,114,0,2001,48,14,13,4,7,36,10,99,0,0,"NAGALAND,DIMAPUR",25.9091406,93.7265605
NAGALAND,KIPHIRE,0,0,0,0,0,0,5,0,2001,0,0,0,0,0,1,0,10,0,0,"NAGALAND,KIPHIRE",25.8689085,94.7853412
NAGALAND,KOHIMA,6,0,0,19,0,0,66,0,2001,40,0,3,2,16,25,7,131,0,6,"NAGALAND,KOHIMA",25.6751129,94.1085998
NAGALAND,MOKOKCHUNG,1,1,0,5,4,0,12,0,2001,1,0,1,1,3,12,0,32,0,0,"NAGALAND,MOKOKCHUNG",26.3220358,94.5134629
NAGALAND,MON,2,0,0,5,1,0,6,0,2001,0,3,2,1,2,3,1,9,0,0,"NAGALAND,MON",26.733096,95.0615119
NAGALAND,PEREN,0,0,0,1,0,0,4,0,2001,0,0,0,0,1,0,0,11,0,0,"NAGALAND,PEREN",25.5124772,93.7390658
NAGALAND,PHEK,1,0,0,2,0,0,7,0,2001,0,0,2,2,0,7,0,12,0,0,"NAGALAND,PHEK",25.6634215,94.4703202
NAGALAND,TUENSANG,0,0,0,2,0,0,5,0,2001,0,0,0,1,2,1,2,18,0,0,"NAGALAND,TUENSANG",26.2357422,94.8131863
NAGALAND,WOKHA,1,0,0,3,0,0,28,2,2001,0,2,2,0,1,12,0,23,0,0,"NAGALAND,WOKHA",26.0910351,94.2589738
NAGALAND,ZUNHEBOTO,2,0,0,3,0,0,11,0,2001,0,0,0,0,2,4,0,18,0,0,"NAGALAND,ZUNHEBOTO",26.0092831,94.5237707
NAGALAND,TOTAL,17,1,0,129,9,0,258,2,2001,89,19,23,11,34,101,20,363,0,6,"NAGALAND,TOTAL",26.1584354,94.5624426
ODISHA,ANGUL,33,22,53,19,5,0,175,62,2001,9,184,5,3,26,39,10,488,8,90,"ODISHA,ANGUL",20.8444033,85.1510818
ODISHA,BALASORE,58,26,68,43,2,0,164,76,2001,17,0,37,12,27,17,10,1305,36,92,"ODISHA,BALASORE",21.4933578,86.9134794
ODISHA,BARAGARH,19,12,30,25,9,0,146,80,2001,0,83,8,0,16,23,6,580,0,41,"ODISHA,BARAGARH",21.3470154,83.6320212
ODISHA,BERHAMPUR,10,14,29,54,1,0,143,41,2001,45,31,13,7,19,23,13,418,4,41,"ODISHA,BERHAMPUR",19.3149618,84.7940911
ODISHA,BHADRAK,35,10,79,16,0,0,93,53,2001,7,45,20,2,11,27,9,770,23,29,"ODISHA,BHADRAK",21.0573616,86.4962996
ODISHA,BOLANGIR,19,10,61,20,4,0,112,51,2001,6,0,16,3,38,32,8,554,4,91,"ODISHA,BOLANGIR",20.7011108,83.4846069
ODISHA,BOUDH,6,20,6,5,0,0,39,24,2001,0,9,5,0,4,9,3,196,1,21,"ODISHA,BOUDH",20.8418205,84.3200184
ODISHA,CUTTACK,34,28,125,121,0,0,738,33,2001,90,0,43,21,105,35,27,2416,39,42,"ODISHA,CUTTACK",20.462521,85.8829895
ODISHA,DEOGARH,8,2,8,7,1,0,22,17,2001,0,15,4,3,2,16,1,37,2,33,"ODISHA,DEOGARH",21.5383136,84.7289442
ODISHA,DHENKANAL,15,20,31,26,1,0,84,55,2001,14,52,14,2,18,25,8,571,14,82,"ODISHA,DHENKANAL",20.6504753,85.5981223
ODISHA,GAJAPATI,10,5,7,1,1,0,40,16,2001,2,27,5,2,13,19,2,233,1,13,"ODISHA,GAJAPATI",19.1912221,84.1857115
ODISHA,GANJAM,22,30,9,31,1,0,124,64,2001,10,187,14,8,14,58,9,750,1,102,"ODISHA,GANJAM",19.3871214,85.0523356
ODISHA,JAGATSINGHPUR,12,8,30,31,6,0,136,23,2001,8,32,21,9,7,26,6,728,16,13,"ODISHA,JAGATSINGHPUR",20.2548998,86.1706221
ODISHA,JAJPUR,24,8,42,30,0,0,129,21,2001,16,85,14,2,9,21,2,758,16,16,"ODISHA,JAJPUR",20.8341019,86.3326058
ODISHA,JHARSUGUDA,12,4,13,12,1,0,81,6,2001,15,133,5,4,11,15,6,280,4,39,"ODISHA,JHARSUGUDA",21.8554375,84.0061661
ODISHA,KALAHANDI,30,3,9,34,0,0,75,91,2001,7,31,17,1,12,29,5,701,0,22,"ODISHA,KALAHANDI",19.9137363,83.1649001
ODISHA,KANDHAMAL,34,14,29,19,2,0,115,44,2001,1,2,25,2,8,24,11,104,4,95,"ODISHA,KANDHAMAL",20.1342042,84.0167423
ODISHA,KENDRAPARA,11,12,57,21,1,0,78,16,2001,10,85,15,4,10,24,6,320,24,66,"ODISHA,KENDRAPARA",20.5035436,86.4199321
ODISHA,KEONJHAR,38,24,41,16,2,0,154,55,2001,10,0,19,4,17,62,12,1170,4,127,"ODISHA,KEONJHAR",21.628933,85.5816847
ODISHA,KHURDA,65,31,171,151,1,0,953,86,2001,356,161,39,24,126,46,27,1329,11,28,"ODISHA,KHURDA",20.1862584,85.6222742
ODISHA,KORAPUT,38,8,132,16,7,0,153,64,2001,15,0,13,4,31,39,11,655,7,56,"ODISHA,KORAPUT",18.813487,82.7123327
ODISHA,MALKANGIR,14,5,12,8,2,0,42,23,2001,7,14,6,10,6,36,3,165,0,27,"ODISHA,MALKANGIR",18.3435863,81.8825279
ODISHA,MAYURBHANJ,77,19,74,39,0,0,199,44,2001,17,97,31,16,22,74,19,975,19,141,"ODISHA,MAYURBHANJ",22.0086978,86.4187308
ODISHA,NAYAGARH,17,15,9,19,1,0,60,37,2001,5,35,23,3,9,26,2,417,14,11,"ODISHA,NAYAGARH",20.1231332,85.1038426
ODISHA,NOWRANGPUR,13,24,13,14,1,0,83,74,2001,3,0,11,13,3,19,4,272,0,41,"ODISHA,NOWRANGPUR",19.2277163,82.5490885
ODISHA,NUAPADA,9,4,17,11,0,0,44,22,2001,3,12,4,0,5,13,7,267,0,16,"ODISHA,NUAPADA",20.8060184,82.5361393
ODISHA,PURI,41,19,32,33,1,0,236,38,2001,28,69,32,11,24,25,12,1271,29,13,"ODISHA,PURI",19.8134554,85.8312359
ODISHA,RAYAGADA,9,9,26,3,1,0,64,64,2001,1,30,6,4,11,35,4,478,1,33,"ODISHA,RAYAGADA",19.1714939,83.4116756
ODISHA,ROURKELA,12,2,17,21,0,0,209,11,2001,35,0,6,7,21,20,4,616,2,35,"ODISHA,ROURKELA",22.260423,84.8535844
ODISHA,SAMBALPUR,18,7,18,50,0,0,303,56,2001,56,88,13,9,25,39,25,1032,0,82,"ODISHA,SAMBALPUR",21.4668716,83.9811665
ODISHA,SONEPUR,8,3,11,6,2,0,35,17,2001,0,19,4,0,9,9,4,202,6,28,"ODISHA,SONEPUR",20.8410126,83.8973977
ODISHA,SRP(CUTTACK),1,0,0,8,0,0,287,1,2001,8,1,5,2,2,3,2,101,0,5,"ODISHA,SRP(CUTTACK)",20.462521,85.8829895
ODISHA,SRP(ROURKELA),2,0,0,10,0,0,135,7,2001,3,0,3,2,1,7,0,81,0,2,"ODISHA,SRP(ROURKELA)",22.260423,84.8535844
ODISHA,SUNDARGARH,36,5,7,38,0,0,171,54,2001,13,62,26,5,19,72,7,570,4,82,"ODISHA,SUNDARGARH",22.120021,84.037224
ODISHA,TOTAL,790,423,1266,958,53,0,5622,1426,2001,817,1589,522,199,681,987,285,20810,294,1655,"ODISHA,TOTAL",20.2375561,84.2700179
PUNJAB,AMRITSAR,9,6,77,6,6,0,141,0,2001,70,80,34,0,121,36,23,315,7,9,"PUNJAB,AMRITSAR",31.6339793,74.8722642
PUNJAB,BARNALA,12,5,24,0,1,0,39,0,2001,11,51,16,0,48,15,6,134,6,13,"PUNJAB,BARNALA",30.3819446,75.5467979
PUNJAB,BATALA,8,1,19,2,4,0,26,0,2001,7,41,6,1,44,18,3,70,6,1,"PUNJAB,BATALA",31.8195248,75.2035876
PUNJAB,BHATINDA,13,0,57,1,3,0,94,0,2001,26,3,15,2,164,25,19,295,4,15,"PUNJAB,BHATINDA",30.210994,74.9454745
PUNJAB,FARIDKOT,6,6,20,1,1,0,56,0,2001,15,0,11,3,46,12,8,107,4,11,"PUNJAB,FARIDKOT",30.593204,74.8273184
PUNJAB,FATEHGARH SAHIB,11,2,7,5,0,0,62,0,2001,15,117,12,0,44,16,16,211,4,4,"PUNJAB,FATEHGARH SAHIB",30.6435345,76.39703
PUNJAB,FEROZEPUR,22,5,22,5,5,0,115,0,2001,44,113,12,0,87,50,42,141,11,17,"PUNJAB,FEROZEPUR",30.9331348,74.6224755
PUNJAB,G.R.P,0,0,0,3,0,0,41,0,2001,6,0,0,0,81,10,4,306,3,1,"PUNJAB,G.R.P",31.1471305,75.3412179
PUNJAB,GURDASPUR,12,1,21,4,0,0,38,0,2001,6,95,17,1,31,22,11,180,6,4,"PUNJAB,GURDASPUR",32.0413917,75.403086
PUNJAB,HOSHIARPUR,19,7,46,10,0,0,119,0,2001,30,158,20,7,120,47,16,265,12,13,"PUNJAB,HOSHIARPUR",31.5143178,75.911483
PUNJAB,JAGRAON,19,2,27,5,1,0,90,0,2001,22,60,19,1,29,27,11,151,7,3,"PUNJAB,JAGRAON",30.7923337,75.4670189
PUNJAB,JALANDHAR,21,10,104,6,4,0,290,0,2001,149,155,70,1,271,74,25,756,17,16,"PUNJAB,JALANDHAR",31.3260152,75.5761829
PUNJAB,KAPURTHALA,8,2,34,5,1,0,64,0,2001,25,63,17,2,140,20,1,204,2,20,"PUNJAB,KAPURTHALA",31.3722571,75.4017654
PUNJAB,KHANNA,6,2,15,6,2,0,44,1,2001,19,88,4,1,36,17,4,127,4,0,"PUNJAB,KHANNA",30.7070769,76.2169907
PUNJAB,LUDHIANA,38,3,249,23,6,0,624,0,2001,383,208,88,6,437,74,41,1311,11,46,"PUNJAB,LUDHIANA",30.900965,75.8572758
PUNJAB,MAJITHA,9,0,20,1,9,0,31,0,2001,8,83,10,0,37,26,4,107,9,8,"PUNJAB,MAJITHA",31.7573993,74.9530257
PUNJAB,MANSA,6,2,3,0,1,0,42,0,2001,17,0,5,1,36,25,6,108,2,3,"PUNJAB,MANSA",29.9995069,75.3936808
PUNJAB,MOGA,11,0,25,6,6,0,64,0,2001,30,70,14,7,49,23,21,125,6,8,"PUNJAB,MOGA",30.8230114,75.1734471
PUNJAB,MUKTSAR,3,0,16,1,2,0,49,0,2001,14,46,3,1,36,19,13,69,1,2,"PUNJAB,MUKTSAR",30.4761773,74.5121599
PUNJAB,NAWAN SHAHR,11,0,14,5,2,0,57,0,2001,8,48,13,2,80,17,3,120,4,8,"PUNJAB,NAWAN SHAHR",31.1255583,76.118642
PUNJAB,PATIALA,23,0,232,16,17,0,583,0,2001,177,300,60,2,404,56,51,3173,10,128,"PUNJAB,PATIALA",30.3397809,76.3868797
PUNJAB,ROPAR,6,5,33,1,4,0,129,0,2001,52,207,24,0,111,26,14,480,5,13,"PUNJAB,ROPAR",30.9661003,76.5230961
PUNJAB,SANGRUR,15,4,36,13,0,0,157,0,2001,54,101,28,4,111,46,18,336,10,18,"PUNJAB,SANGRUR",30.2457963,75.8420716
PUNJAB,TARN TARAN,10,0,27,6,5,0,68,0,2001,16,67,15,3,58,37,8,113,8,11,"PUNJAB,TARN TARAN",31.4538668,74.9267599
PUNJAB,TOTAL,298,63,1128,131,80,0,3023,1,2001,1204,2154,513,45,2621,738,368,9204,159,372,"PUNJAB,TOTAL",31.1471305,75.3412179
RAJASTHAN,AJMER,16,27,236,46,2,0,748,112,2001,248,339,133,8,314,39,12,3848,12,95,"RAJASTHAN,AJMER",26.4498954,74.6399163
RAJASTHAN,ALWAR,34,44,235,52,0,0,964,445,2001,295,233,119,1,363,85,34,1862,43,124,"RAJASTHAN,ALWAR",27.5529907,76.6345735
RAJASTHAN,BANSWARA,90,51,151,23,3,0,118,427,2001,14,56,61,4,54,40,8,726,10,112,"RAJASTHAN,BANSWARA",23.5461394,74.4349761
RAJASTHAN,BARAN,81,47,124,32,3,0,365,167,2001,39,50,96,0,102,36,17,2398,3,219,"RAJASTHAN,BARAN",25.1011438,76.5131637